Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,328,0,10000
2,0,659,0,10000
3,0,972,0,0
4,0,1280,0,0
5,0,1567,0,0
6,0,1835,0,0
7,0,2098,0,0
8,0,2354,0,0
9,0,2616,0,0
10,0,2870,0,0
11,0,3098,0,0
